,propertyName,amenitytype,amenity
12074,REO Flats,Unique Features,Energy efficient light fixtures
12075,REO Flats,Unique Features,Floor to ceiling windows
12076,REO Flats,Unique Features,Free Wi-Fi throughout all common areas
12077,REO Flats,Unique Features,Front loading washer and dryer
12078,REO Flats,Unique Features,Garage parking available
12079,REO Flats,Unique Features,Gas fire pit
12080,REO Flats,Unique Features,Green rooftop deck with incredible views
12081,REO Flats,Unique Features,Guest and Commercial parking area
12082,REO Flats,Unique Features,Hard surface flooring throughout
12083,REO Flats,Unique Features,Indoor-Outdoor Dog Play Area
12084,REO Flats,Unique Features,Multiple Cable Hookups Per Apartment
12085,REO Flats,Unique Features,Multiple internet and cable providers
12086,REO Flats,Unique Features,Neighborhood business perks
12087,REO Flats,Unique Features,On-site fitness gym
12088,REO Flats,Unique Features,Pet-friendly accommodations
12089,REO Flats,Unique Features,Private balconies or patios
12090,REO Flats,Unique Features,Quality carpeting in bedrooms
12091,REO Flats,Unique Features,Refined finishes
12092,REO Flats,Unique Features,Refrigerated &amp; Standard Parcel Lockers
12093,REO Flats,Unique Features,Rooftop Deck
12094,REO Flats,Unique Features,Secure storage for bicycles
12095,REO Flats,Unique Features,Solid surface quartz countertops
12096,REO Flats,Unique Features,Stainless steel appliances
12097,REO Flats,Unique Features,Storage units available
12098,REO Flats,Unique Features,Thoughtful design/optimal use of space
12099,REO Flats,Unique Features,Vaulted ceilings on the Penthouse level
12100,REO Flats,Unique Features,Washer &amp; Dryer
12101,REO Flats,Unique Features,White Quartz Counters
12102,REO Flats,Unique Features,Wood grain finish kitchen cabinets
12103,REO Flats,Pet Policy,$500 Deposit
12104,REO Flats,Pet Policy,$35 Monthly Pet Rent
12105,REO Flats,Pet Policy,2 Pet Limit
12106,REO Flats,Property Information,Built in 2014
12107,REO Flats,Property Information,112 Units/6 Stories
12108,REO Flats,Lease Length,None
12109,REO Flats,Services,Community-Wide WiFi
12110,REO Flats,Services,Wi-Fi at Pool and Clubhouse
12111,REO Flats,Services,Pet Play Area
12112,REO Flats,Interior,Elevator
12113,REO Flats,Outdoor Space,Picnic Area
12114,REO Flats,Outdoor Space,Balcony
12115,REO Flats,Outdoor Space,Patio
12116,REO Flats,Fitness & Recreation,Fitness Center
12117,REO Flats,Features,High Speed Internet Access
12118,REO Flats,Features,Wi-Fi
12119,REO Flats,Features,Washer/Dryer - In Unit
12120,REO Flats,Features,Air Conditioning
12121,REO Flats,Features,Heating
12122,REO Flats,Features,Smoke Free
12123,REO Flats,Features,Cable Ready
12124,REO Flats,Features,Storage Units
12125,REO Flats,Features,Tub/Shower
12126,REO Flats,Features,Wheelchair Accessible (Rooms)
12127,REO Flats,Kitchen,Dishwasher
12128,REO Flats,Kitchen,Ice Maker
12129,REO Flats,Kitchen,Stainless Steel Appliances
12130,REO Flats,Kitchen,Kitchen
12131,REO Flats,Kitchen,Microwave
12132,REO Flats,Kitchen,Oven
12133,REO Flats,Kitchen,Range
12134,REO Flats,Kitchen,Refrigerator
12135,REO Flats,Living Space,Vinyl Flooring
12136,REO Flats,Living Space,Views
12137,REO Flats,Living Space,Walk-In Closets
12138,REO Flats,Living Space,Linen Closet
12139,REO Flats,Living Space,Window Coverings
12140,REO Flats,Security,Controlled Access
12141,REO Flats,Security,Property Manager on Site
12142,Sunset Electric,Unique Features,100% Walkscore
12143,Sunset Electric,Unique Features,Additional Storage Available
12144,Sunset Electric,Unique Features,BBQArea
12145,Sunset Electric,Unique Features,Central Heat
12146,Sunset Electric,Unique Features,City Views and Water Views
12147,Sunset Electric,Unique Features,Controlled Access Garage
12148,Sunset Electric,Unique Features,Courtyard Patios (In Select Homes)
12149,Sunset Electric,Unique Features,Direct Entry
12150,Sunset Electric,Unique Features,Dog Washing Station
12151,Sunset Electric,Unique Features,Energy Star Stainless Steel Appliances
12152,Sunset Electric,Unique Features,Floor-To-Ceiling Windows
12153,Sunset Electric,Unique Features,Garbage Disposal
12154,Sunset Electric,Unique Features,Ice Makers
12155,Sunset Electric,Unique Features,Interior Open Air Courtyard
12156,Sunset Electric,Unique Features,Large Closets
12157,Sunset Electric,Unique Features,LEED Platinum Design
12158,Sunset Electric,Unique Features,Loft Layout (In Select Homes)
12159,Sunset Electric,Unique Features,Open Layout
12160,Sunset Electric,Unique Features,Pet Friendly
12161,Sunset Electric,Unique Features,Reserved Parking
12162,Sunset Electric,Unique Features,Rooftop Deck with WiFi
12163,Sunset Electric,Unique Features,Smoke Free Building
12164,Sunset Electric,Unique Features,Stout Pub Located in Building
12165,Sunset Electric,Unique Features,Subway Tiling
12166,Sunset Electric,Unique Features,Vinyl Plank Flooring
12167,Sunset Electric,Unique Features,Walk-In Closets
12168,Sunset Electric,Unique Features,White Quartz Countertops
12169,Sunset Electric,Pet Policy,$35 Monthly Pet Rent
12170,Sunset Electric,Pet Policy,2 Pet Limit
12171,Sunset Electric,Property Information,Built in 2014
12172,Sunset Electric,Property Information,93 Units/7 Stories
12173,Sunset Electric,Property Information,Energy Star Rated
12174,Sunset Electric,Lease Length,None
12175,Cambridge Park Villa,Unique Features,"After Hours Patrol, Dog Run, Play Area"
12176,Cambridge Park Villa,Unique Features,"On-site Management, Pool, Gym, Hot Tub"
12177,Cambridge Park Villa,Unique Features,Pet Friendly Available
12178,Cambridge Park Villa,Pet Policy,$400 Deposit
12179,Cambridge Park Villa,Pet Policy,$25 Monthly Pet Rent
12180,Cambridge Park Villa,Pet Policy,$200 Fee
12181,Cambridge Park Villa,Pet Policy,50 lb Weight Limit
12182,Cambridge Park Villa,Pet Policy,2 Pet Limit
12183,Cambridge Park Villa,Pet Policy,Must Be Spayed/Neutered
12184,Cambridge Park Villa,Pet Policy,Pet Interview Required
12185,Cambridge Park Villa,Property Information,Built in 2013
12186,Cambridge Park Villa,Property Information,209 Units/4 Stories
12187,Cambridge Park Villa,Lease Length,12 months
12188,Cambridge Park Villa,Services,Laundry Facilities
12189,Cambridge Park Villa,Services,Maintenance on site
12190,Cambridge Park Villa,Services,Recycling
12191,Cambridge Park Villa,Services,Pet Play Area
12192,Cambridge Park Villa,Services,Public Transportation
12193,Cambridge Park Villa,Interior,Elevator
12194,Cambridge Park Villa,Interior,Clubhouse
12195,Cambridge Park Villa,Interior,Lounge
12196,Cambridge Park Villa,Interior,Multi Use Room
12197,Cambridge Park Villa,Interior,Storage Space
12198,Cambridge Park Villa,Outdoor Space,Gated
12199,Cambridge Park Villa,Outdoor Space,Fenced Lot
12200,Cambridge Park Villa,Outdoor Space,Picnic Area
12201,Cambridge Park Villa,Outdoor Space,Balcony
12202,Cambridge Park Villa,Outdoor Space,Deck
12203,Cambridge Park Villa,Outdoor Space,Lawn
12204,Cambridge Park Villa,Fitness & Recreation,Fitness Center
12205,Cambridge Park Villa,Fitness & Recreation,Spa
12206,Cambridge Park Villa,Fitness & Recreation,Pool
12207,Cambridge Park Villa,Fitness & Recreation,Playground
12208,Cambridge Park Villa,Features,High Speed Internet Access
12209,Cambridge Park Villa,Features,Washer/Dryer - In Unit
12210,Cambridge Park Villa,Features,Heating
12211,Cambridge Park Villa,Features,Smoke Free
12212,Cambridge Park Villa,Features,Cable Ready
12213,Cambridge Park Villa,Features,Trash Compactor
12214,Cambridge Park Villa,Features,Storage Units
12215,Cambridge Park Villa,Features,Double Vanities
12216,Cambridge Park Villa,Features,Tub/Shower
12217,Cambridge Park Villa,Features,Fireplace
12218,Cambridge Park Villa,Features,Intercom
12219,Cambridge Park Villa,Features,Wheelchair Accessible (Rooms)
12220,Cambridge Park Villa,Kitchen,Dishwasher
12221,Cambridge Park Villa,Kitchen,Disposal
12222,Cambridge Park Villa,Kitchen,Pantry
12223,Cambridge Park Villa,Kitchen,Eat-in Kitchen
12224,Cambridge Park Villa,Kitchen,Kitchen
12225,Cambridge Park Villa,Kitchen,Microwave
12226,Cambridge Park Villa,Kitchen,Oven
12227,Cambridge Park Villa,Kitchen,Range
12228,Cambridge Park Villa,Kitchen,Refrigerator
12229,Cambridge Park Villa,Kitchen,Freezer
12230,Cambridge Park Villa,Living Space,Hardwood Floors
12231,Cambridge Park Villa,Living Space,Carpet
12232,Cambridge Park Villa,Living Space,Tile Floors
12233,Cambridge Park Villa,Living Space,Vinyl Flooring
12234,Cambridge Park Villa,Living Space,Dining Room
12235,Cambridge Park Villa,Living Space,Den
12236,Cambridge Park Villa,Living Space,Vaulted Ceiling
12237,Cambridge Park Villa,Living Space,Bay Window
12238,Cambridge Park Villa,Living Space,Walk-In Closets
12239,Cambridge Park Villa,Living Space,Linen Closet
12240,Cambridge Park Villa,Living Space,Window Coverings
12241,Cambridge Park Villa,Security,Package Service
12242,Cambridge Park Villa,Security,Controlled Access
12243,Cambridge Park Villa,Security,Property Manager on Site
12244,Cambridge Park Villa,Security,Video Patrol
12245,Hayes On Stone Way,Unique Features,24 Hour Concierge
12246,Hayes On Stone Way,Unique Features,Ample Kitchen Storage
12247,Hayes On Stone Way,Unique Features,BBQ/Picnic Area
12248,Hayes On Stone Way,Unique Features,Bike Racks
12249,Hayes On Stone Way,Unique Features,Bike Repair Station
12250,Hayes On Stone Way,Unique Features,Bike storage
12251,Hayes On Stone Way,Unique Features,Brushed Nickel Hardware
12252,Hayes On Stone Way,Unique Features,Community Garden
12253,Hayes On Stone Way,Unique Features,Conference Room
12254,Hayes On Stone Way,Unique Features,Courtyard
12255,Hayes On Stone Way,Unique Features,Custom Blinds
12256,Hayes On Stone Way,Unique Features,Dishwasher
12257,Hayes On Stone Way,Unique Features,Disposal
12258,Hayes On Stone Way,Unique Features,Dry cleaning and laundry pick up service
12259,Hayes On Stone Way,Unique Features,Elevator
12260,Hayes On Stone Way,Unique Features,Energy Efficient Appliances
12261,Hayes On Stone Way,Unique Features,Energy Efficient Lighting
12262,Hayes On Stone Way,Unique Features,Entertainment Bar
12263,Hayes On Stone Way,Unique Features,European Style Cabinets
12264,Hayes On Stone Way,Unique Features,Full-size Washer & Dryer
12265,Hayes On Stone Way,Unique Features,Game Room
12266,Hayes On Stone Way,Unique Features,Garage Parking
12267,Hayes On Stone Way,Unique Features,Garden
12268,Hayes On Stone Way,Unique Features,Guest suite
12269,Hayes On Stone Way,Unique Features,High Speed Internet Access
12270,Hayes On Stone Way,Unique Features,High-Speed Data Wiring
12271,Hayes On Stone Way,Unique Features,Lake Union Views*
12272,Hayes On Stone Way,Unique Features,Luxer One Package System
12273,Hayes On Stone Way,Unique Features,Media Room
12274,Hayes On Stone Way,Unique Features,Microwave
12275,Hayes On Stone Way,Unique Features,Movie Screen with Terraced Seating
12276,Hayes On Stone Way,Unique Features,Off Street Parking
12277,Hayes On Stone Way,Unique Features,Outdoor TV
12278,Hayes On Stone Way,Unique Features,Patio/Balcony
12279,Hayes On Stone Way,Unique Features,Pea Patches & Fruit Trees
12280,Hayes On Stone Way,Unique Features,Private Terraces*
12281,Hayes On Stone Way,Unique Features,Quartz Countertops
12282,Hayes On Stone Way,Unique Features,Refrigerator
12283,Hayes On Stone Way,Unique Features,Rooftop Deck
12284,Hayes On Stone Way,Unique Features,Rooftop Firepits
12285,Hayes On Stone Way,Unique Features,Rooftop Grills
12286,Hayes On Stone Way,Unique Features,Rooftop Heaters
12287,Hayes On Stone Way,Unique Features,Rooftop Lounge
12288,Hayes On Stone Way,Unique Features,Shuffleboard table
12289,Hayes On Stone Way,Unique Features,Sliding Glass Room Dividers*
12290,Hayes On Stone Way,Unique Features,Stainless Steel Appliances
12291,Hayes On Stone Way,Unique Features,Street Level Retail
12292,Hayes On Stone Way,Unique Features,Tall Ceilings
12293,Hayes On Stone Way,Unique Features,Vinyl Plank Floors
12294,Hayes On Stone Way,Unique Features,Washer/Dryer
12295,Hayes On Stone Way,Pet Policy,80 lb Weight Limit
12296,Hayes On Stone Way,Pet Policy,2 Pet Limit
12297,Hayes On Stone Way,Property Information,Built in 2017
12298,Hayes On Stone Way,Property Information,124 Units/4 Stories
12299,Hayes On Stone Way,Lease Length,None
12300,Hayes On Stone Way,Services,Community-Wide WiFi
12301,Hayes On Stone Way,Services,Maintenance on site
12302,Hayes On Stone Way,Services,24 Hour Availability
12303,Hayes On Stone Way,Services,On-Site Retail
12304,Hayes On Stone Way,Services,Recycling
12305,Hayes On Stone Way,Services,Dry Cleaning Service
12306,Hayes On Stone Way,Services,Laundry Service
12307,Hayes On Stone Way,Services,Online Services
12308,Hayes On Stone Way,Services,Composting
12309,Hayes On Stone Way,Services,Planned Social Activities
12310,Hayes On Stone Way,Services,Guest Apartment
12311,Hayes On Stone Way,Services,Pet Washing Station
12312,Hayes On Stone Way,Services,Car Charging Station
12313,Hayes On Stone Way,Interior,Business Center
12314,Hayes On Stone Way,Interior,Lounge
12315,Hayes On Stone Way,Interior,Storage Space
12316,Hayes On Stone Way,Interior,Disposal Chutes
12317,Hayes On Stone Way,Interior,Conference Room
12318,Hayes On Stone Way,Outdoor Space,Gated
12319,Hayes On Stone Way,Outdoor Space,Roof Terrace
12320,Hayes On Stone Way,Outdoor Space,Sundeck
12321,Hayes On Stone Way,Outdoor Space,Courtyard
12322,Hayes On Stone Way,Outdoor Space,Grill
12323,Hayes On Stone Way,Outdoor Space,Garden
12324,Hayes On Stone Way,Fitness & Recreation,Fitness Center
12325,Hayes On Stone Way,Fitness & Recreation,Bike Storage
12326,Hayes On Stone Way,Fitness & Recreation,Media Center/Movie Theatre
12327,Hayes On Stone Way,Features,High Speed Internet Access
12328,Hayes On Stone Way,Features,Wi-Fi
12329,Hayes On Stone Way,Features,Washer/Dryer - In Unit
12330,Hayes On Stone Way,Features,Smoke Free
12331,Hayes On Stone Way,Features,Storage Units
12332,Hayes On Stone Way,Features,Double Vanities
12333,Hayes On Stone Way,Features,Sprinkler System
12334,Hayes On Stone Way,Kitchen,Disposal
12335,Hayes On Stone Way,Kitchen,Stainless Steel Appliances
12336,Hayes On Stone Way,Kitchen,Pantry
12337,Hayes On Stone Way,Kitchen,Island Kitchen
12338,Hayes On Stone Way,Kitchen,Microwave
12339,Hayes On Stone Way,Kitchen,Range
12340,Hayes On Stone Way,Living Space,Hardwood Floors
12341,Hayes On Stone Way,Living Space,Den
12342,Hayes On Stone Way,Living Space,Workshop
12343,Hayes On Stone Way,Living Space,Vaulted Ceiling
12344,Hayes On Stone Way,Living Space,Views
12345,Hayes On Stone Way,Living Space,Walk-In Closets
12346,Hayes On Stone Way,Living Space,Loft Layout
12347,Hayes On Stone Way,Living Space,Double Pane Windows
12348,Hayes On Stone Way,Security,Package Service
12349,Hayes On Stone Way,Security,Controlled Access
12350,Hayes On Stone Way,Security,Property Manager on Site
12351,Viktoria,Unique Features,24 Hour Dedicated Concierge Service
12352,Viktoria,Unique Features,Air Conditioning
12353,Viktoria,Unique Features,"Catered, Resident Focused Approach"
12354,Viktoria,Unique Features,Curated Artwork
12355,Viktoria,Unique Features,Entertainment Lounge with Pool Table and Gaming
12356,Viktoria,Unique Features,Floor to Ceiling Windows
12357,Viktoria,Unique Features,Full-Floor Resident Lounge and Retreat
12358,Viktoria,Unique Features,Gourmet Kitchen and Dining Area
12359,Viktoria,Unique Features,Outdoor Grill
12360,Viktoria,Unique Features,Panoramic Views of the Puget Sound
12361,Viktoria,Unique Features,Private Resident Theatre
12362,Viktoria,Unique Features,Pursuing LEED Certification
12363,Viktoria,Unique Features,Resident Exclusive Private Garage
12364,Viktoria,Unique Features,Resident Lobby and Reception Area
12365,Viktoria,Unique Features,Rooftop Deck with Lounge Seating
12366,Viktoria,Unique Features,Signature Redwood Tree
12367,Viktoria,Unique Features,Stainless Steel Appliance Package
12368,Viktoria,Unique Features,Unmatched Views - Water and City
12369,Viktoria,Unique Features,Wine Bar
12370,Viktoria,Pet Policy,$250 Deposit
12371,Viktoria,Pet Policy,$50 Monthly Pet Rent
12372,Viktoria,Pet Policy,2 Pet Limit
12373,Viktoria,Property Information,Built in 2014
12374,Viktoria,Property Information,251 Units/24 Stories
12375,Viktoria,Lease Length,"12, 13, 14, 15, 16, 17, 18"
12376,Viktoria,Services,Maintenance on site
12377,Viktoria,Services,24 Hour Availability
12378,Viktoria,Services,On-Site Retail
12379,Viktoria,Services,Recycling
12380,Viktoria,Services,Renters Insurance Program
12381,Viktoria,Services,Dry Cleaning Service
12382,Viktoria,Services,Online Services
12383,Viktoria,Services,Composting
12384,Viktoria,Services,Guest Apartment
12385,Viktoria,Services,Pet Play Area
12386,Viktoria,Services,Public Transportation
12387,Viktoria,Interior,Business Center
12388,Viktoria,Interior,Clubhouse
12389,Viktoria,Interior,Lounge
12390,Viktoria,Interior,Disposal Chutes
12391,Viktoria,Interior,Conference Room
12392,Viktoria,Outdoor Space,Roof Terrace
12393,Viktoria,Outdoor Space,Sundeck
12394,Viktoria,Outdoor Space,Grill
12395,Viktoria,Outdoor Space,Balcony
12396,Viktoria,Outdoor Space,Grill
12397,Viktoria,Fitness & Recreation,Fitness Center
12398,Viktoria,Fitness & Recreation,Bike Storage
12399,Viktoria,Fitness & Recreation,Gameroom
12400,Viktoria,Fitness & Recreation,Media Center/Movie Theatre
12401,Viktoria,Features,High Speed Internet Access
12402,Viktoria,Features,Wi-Fi
12403,Viktoria,Features,Washer/Dryer - In Unit
12404,Viktoria,Features,Air Conditioning
12405,Viktoria,Features,Heating
12406,Viktoria,Features,Smoke Free
12407,Viktoria,Features,Cable Ready
12408,Viktoria,Features,Storage Units
12409,Viktoria,Features,Tub/Shower
12410,Viktoria,Features,Sprinkler System
12411,Viktoria,Features,Wheelchair Accessible (Rooms)
12412,Viktoria,Kitchen,Dishwasher
