,propertyName,beds,baths,rent,sqft,availability,deposit,unit,leaseLength,name,new,applyNow
4473,Junction 47,1 Bed,1 Bath,"$1,774",643 Sq Ft,Jul 15,,E-501,,O2 East- Floors 3-6,,
4474,Junction 47,1 Bed,1 Bath,"$2,045",735 Sq Ft,Jul 21,,,,A2 West- Floors 3-6,New,
4475,Junction 47,1 Bed,1 Bath,"$2,045",735 Sq Ft,Jul 21,,W-601,,A2 West- Floors 3-6,New,
4476,Junction 47,Studio,1 Bath,Call for Rent,534 Sq Ft,Not Available,,,,S3 East,,
4477,Junction 47,Studio,1 Bath,Call for Rent,521 Sq Ft,Not Available,,,,A5 East,,
4478,Junction 47,Studio,1 Bath,Call for Rent,491 Sq Ft,Not Available,,,,S1 East- Floor 2,,
4479,Junction 47,Studio,1 Bath,Call for Rent,557 Sq Ft,Not Available,,,,S1 West- Floors 2-3,,
4480,Junction 47,Studio,1 Bath,Call for Rent,488 Sq Ft,Not Available,,,,S3 West- Floor 4,,
4481,Junction 47,Studio,1 Bath,Call for Rent,434 Sq Ft,Not Available,,,,S2 East - Floors 2-4,,
4482,Junction 47,Studio,1 Bath,Call for Rent,479 Sq Ft,Not Available,,,,S2 West- Floor 4,,
4483,Junction 47,Studio,1 Bath,Call for Rent,488 Sq Ft,Not Available,,,,S3 West- Income Restricted,,
4484,Junction 47,Studio,1 Bath,Call for Rent,488 Sq Ft,Not Available,,,,S3 West- Floor 6,,
4485,Junction 47,1 Bed,1 Bath,Call for Rent,587 Sq Ft,Not Available,,,,O2ada West- Floor 5,,
4486,Junction 47,1 Bed,1 Bath,Call for Rent,567 Sq Ft,Not Available,,,,LW2 East- Floor 1,,
4487,Junction 47,1 Bed,1 Bath,Call for Rent,549 Sq Ft,Not Available,,,,O2b East,,
4488,Junction 47,1 Bed,1 Bath,Call for Rent,663 Sq Ft,Not Available,,,,O3 East,,
4489,Junction 47,1 Bed,1 Bath,Call for Rent,667 Sq Ft,Not Available,,,,O2d East- Floors 3-6,,
4490,Junction 47,1 Bed,1 Bath,Call for Rent,634 Sq Ft,Not Available,,,,O1 West- Income Restricted,,
4491,Junction 47,1 Bed,1 Bath,Call for Rent,582 Sq Ft,Not Available,,,,O3 West- Income Restricted,,
4492,Junction 47,1 Bed,1 Bath,Call for Rent,582 Sq Ft,Not Available,,,,O3 West- Floor 6,,
4493,Junction 47,1 Bed,1 Bath,Call for Rent,614 Sq Ft,Not Available,,,,O4 West- Income Restricted,,
4494,Junction 47,1 Bed,1 Bath,Call for Rent,636 Sq Ft,Not Available,,,,A5 West,,
4495,Junction 47,1 Bed,1 Bath,Call for Rent,673 Sq Ft,Not Available,,,,A4 East,,
4496,Junction 47,1 Bed,1 Bath,Call for Rent,720 Sq Ft,Not Available,,,,A6 West- Levels 4-6,,
4497,Junction 47,1 Bed,1 Bath,Call for Rent,710 Sq Ft,Not Available,,,,A2 East- Floors 3-6,,
4498,Junction 47,1 Bed,1 Bath,Call for Rent,789 Sq Ft,Not Available,,,,A1 West,,
4499,Junction 47,1 Bed,1 Bath,Call for Rent,595 Sq Ft,Not Available,,,,LW1 East- Floor 1,,
4500,Junction 47,1 Bed,1 Bath,Call for Rent,614 Sq Ft,Not Available,,,,O4 West- Floors 5-6,,
4501,Junction 47,1 Bed,1 Bath,Call for Rent,634 Sq Ft,Not Available,,,,O1 West- Floors 2-3,,
4502,Junction 47,1 Bed,1 Bath,Call for Rent,655 Sq Ft,Not Available,,,,A3 West- Income Restricted,,
4503,Junction 47,1 Bed,1 Bath,Call for Rent,735 Sq Ft,Not Available,,,,A2 West- Floor 2,,
4504,Junction 47,1 Bed,1 Bath,Call for Rent,789 Sq Ft,Not Available,,,,A1ada West- Floor 2,,
4505,Junction 47,1 Bed,1 Bath,Call for Rent,623 Sq Ft,Not Available,,,,A3 East,,
4506,Junction 47,1 Bed,1 Bath,Call for Rent,710 Sq Ft,Not Available,,,,A2 East- Floor 2,,
4507,Junction 47,1 Bed,1 Bath,Call for Rent,631 Sq Ft,Not Available,,,,O1 East- Floors 3-6,,
4508,Junction 47,1 Bed,1 Bath,Call for Rent,720 Sq Ft,Not Available,,,,A1 East- Floor 2,,
4509,Junction 47,1 Bed,1 Bath,Call for Rent,582 Sq Ft,Not Available,,,,O3 West- Floor 2,,
4510,Junction 47,1 Bed,1 Bath,Call for Rent,623 Sq Ft,Not Available,,,,A3 East- Income Restricted,,
4511,Junction 47,1 Bed,1 Bath,Call for Rent,673 Sq Ft,Not Available,,,,A4 East- Income Restricted,,
4512,Junction 47,1 Bed,1 Bath,Call for Rent,587 Sq Ft,Not Available,,,,O2a East- Income Restricted,,
4513,Junction 47,1 Bed,1 Bath,Call for Rent,710 Sq Ft,Not Available,,,,A2 East- Income Restricted,,
4514,Junction 47,1 Bed,1 Bath,Call for Rent,587 Sq Ft,Not Available,,,,O2 West,,
4515,Junction 47,2 BRs,2 Baths,Call for Rent,889 Sq Ft,Not Available,,,,B1 East- Floors 3-6,,
4516,Junction 47,2 BRs,2 Baths,Call for Rent,980 Sq Ft,Not Available,,,,B3 East- Floor 2,,
4517,Junction 47,2 BRs,2 Baths,Call for Rent,889 Sq Ft,Not Available,,,,B1 East- Floor 2,,
4518,Junction 47,2 BRs,2 Baths,Call for Rent,"1,042 Sq Ft",Not Available,,,,B2 East- Floors 5-6,,
4519,Junction 47,2 BRs,2 Baths,Call for Rent,"1,007 Sq Ft",Not Available,,,,B1 West- Floor 2,,
4520,Junction 47,2 BRs,2 Baths,Call for Rent,"1,025 Sq Ft",Not Available,,,,B2a West- Floor 3,,
4521,Junction 47,2 BRs,2 Baths,Call for Rent,"1,025 Sq Ft",Not Available,,,,B2a West- Floor 2,,
4522,Junction 47,2 BRs,2 Baths,Call for Rent,"1,051 Sq Ft",Not Available,,,,B2b West- Income Restricted,,
4523,Junction 47,2 BRs,2 Baths,Call for Rent,986 Sq Ft,Not Available,,,,B3 West- Floors 5-6,,
4524,Junction 47,2 BRs,2 Baths,Call for Rent,986 Sq Ft,Not Available,,,,B3 West- Floor 4,,
4525,Junction 47,2 BRs,2 Baths,Call for Rent,980 Sq Ft,Not Available,,,,B3 East- Floors 3-6,,
4526,Dimension,Studio,1 Bath,"$1,770 - 3,355",421 - 546 Sq Ft,Available Now,,,,Studio,,
4527,Dimension,Studio,1 Bath,"$1,770 - 2,655",546 Sq Ft,Available Now,,0207,,Studio,,
4528,Dimension,Studio,1 Bath,"$2,100 - 2,985",421 Sq Ft,Available Now,,2402,,Studio,,
4529,Dimension,1 Bed,1 Bath,"$1,775 - 2,765",472 - 728 Sq Ft,Available Now,,,,Urban 1x1,,
4530,Dimension,1 Bed,1 Bath,"$1,865 - 2,115",597 Sq Ft,Available Now,,0209,,Urban 1x1,,
4531,Dimension,1 Bed,1 Bath,"$1,950 - 2,200",728 Sq Ft,Available Now,,0411,,Urban 1x1,,
4532,Dimension,1 Bed,1 Bath,"$2,095 - 2,345",667 Sq Ft,Available Now,,0909,,Urban 1x1,,
4533,Dimension,1 Bed,1 Bath,"$2,395 - 2,645",670 Sq Ft,Available Now,,2609,,Urban 1x1,,
4534,Dimension,1 Bed,1 Bath,"$2,515 - 2,765",721 Sq Ft,Available Now,,2607,,Urban 1x1,,
4535,Dimension,1 Bed,1 Bath,"$2,065 - 3,305",468 - 590 Sq Ft,Available Now,,,,Open 1x1,,
4536,Dimension,1 Bed,1 Bath,"$2,725 - 3,305",590 Sq Ft,Available Now,,2505,,Open 1x1,,
4537,Dimension,1 Bed,1 Bath,"$2,205 - 3,075",549 Sq Ft,Available Now,,,,1x1,,
4538,Dimension,1 Bed,1 Bath,"$2,205 - 3,065",549 Sq Ft,Available Now,,1811,,1x1,,
4539,Dimension,2 BRs,2 Baths,"$3,560 - 4,665",970 Sq Ft,Available Now,,,,2x2,,
4540,Dimension,2 BRs,2 Baths,"$3,560 - 4,665",970 Sq Ft,Available Now,,0405,,2x2,,
4541,Dimension,1 Bed,1 Bath,"$2,090 - 2,340",661 Sq Ft,May 24,,1211,,Urban 1x1,,
4542,Dimension,1 Bed,1 Bath,"$2,405 - 3,075",549 Sq Ft,May 25,,1911,,1x1,,
4543,Dimension,2 BRs,2 Baths,"$3,570 - 4,365",970 Sq Ft,May 25,,0505,,2x2,,
4544,Dimension,2 BRs,1 Bath,"$3,645 - 5,395",885 Sq Ft,May 25,,,,2x1,,
4545,Dimension,2 BRs,1 Bath,"$3,645 - 5,235",885 Sq Ft,May 25,,1401,,2x1,,
4546,Dimension,2 BRs,1 Bath,"$3,805 - 5,395",885 Sq Ft,May 25,,2401,,2x1,,
4547,Dimension,1 Bed,1 Bath,"$2,010 - 2,220",538 Sq Ft,Jun 5,,1303,,Urban 1x1,,
4548,Dimension,1 Bed,1 Bath,"$2,065 - 2,555",468 Sq Ft,Jun 5,,1505,,Open 1x1,,
4549,Dimension,1 Bed,1 Bath,"$1,775 - 1,985",611 Sq Ft,Jun 7,,0205,,Urban 1x1,,
4550,Dimension,1 Bed,1 Bath,"$1,965 - 2,245",538 Sq Ft,Jun 10,,0804,,Urban 1x1,,
4551,Dimension,1 Bed,1 Bath,"$2,005 - 2,285",472 Sq Ft,Jun 12,,1605,,Urban 1x1,,
4552,Dimension,2 BRs,2 Baths,"$3,515 - 4,665",943 Sq Ft,Jun 12,,,,Urban 2x2,New,
4553,Dimension,2 BRs,2 Baths,"$3,515 - 4,665",943 Sq Ft,Jun 12,,1108,,Urban 2x2,New,
4554,Dimension,1 Bed,1 Bath,"$2,090 - 2,600",559 Sq Ft,Jun 16,,1007,,Open 1x1,,
4555,Dimension,1 Bed,1 Bath,"$2,375 - 2,585",661 Sq Ft,Jun 24,,2508,,Urban 1x1,,
4556,Dimension,1 Bed,1 Bath,"$2,175 - 2,395",667 Sq Ft,Jul 1,,1309,,Urban 1x1,,
4557,Dimension,Studio,1 Bath,"$2,370 - 3,355",421 Sq Ft,Jul 11,,2602,,Studio,,
4558,Dimension,1 Bed,1 Bath,Call for Rent,824 Sq Ft,Not Available,,,,Urban 1x1 + Den,,
4559,Dimension,2 BRs,1 Bath,Call for Rent,760 Sq Ft,Not Available,,,,Urban 2x1,,
4560,Medora,1 Bed,1 Bath,"$1,800",612 - 713 Sq Ft,Not Available,,,,1 Bedroom 1 Bath ADA,,
4561,Hillview,1 Bed,1 Bath,"$1,300 - 1,400",680 Sq Ft,Available Now,,,,,,
4562,Hillview,2 BRs,1 Bath,"$1,525 - 1,600",890 Sq Ft,Available Now,,,,,,
4563,East Union,Studio,1 Bath,"$2,036 - 3,205",535 Sq Ft,Available Now,,,,Open B1,,
4564,East Union,Studio,1 Bath,"$2,036 - 3,205",535 Sq Ft,Available Now,,220,,Open B1,,
4565,East Union,Studio,1 Bath,"$2,130 - 3,205",535 Sq Ft,Available Now,,224,,Open B1,,
4566,East Union,1 Bed,1 Bath,"$1,938 - 3,213",574 Sq Ft,Available Now,,,,One Bedroom 6,,
4567,East Union,1 Bed,1 Bath,"$1,938 - 3,213",574 Sq Ft,Available Now,,228,,One Bedroom 6,,
4568,East Union,1 Bed,1 Bath,"$1,956 - 3,281",645 Sq Ft,Available Now,,,,One Bedroom 4,,
4569,East Union,1 Bed,1 Bath,"$2,006 - 3,281",645 Sq Ft,Available Now,,311,,One Bedroom 4,,
4570,East Union,1 Bed,1 Bath,"$1,956 - 3,231",645 Sq Ft,May 29,,511,,One Bedroom 4,,
4571,East Union,1 Bed,1 Bath,"$1,968 - 3,178",627 Sq Ft,Jun 5,,,,One Bedroom 8,,
4572,East Union,1 Bed,1 Bath,"$1,968 - 3,178",627 Sq Ft,Jun 5,,425,,One Bedroom 8,,
4573,East Union,1 Bed,1 Bath,"$2,105 - 3,315",732 Sq Ft,Jun 7,,,,One Bedroom 1B,,
4574,East Union,1 Bed,1 Bath,"$2,105 - 3,315",732 Sq Ft,Jun 7,,204,,One Bedroom 1B,,
4575,East Union,Studio,1 Bath,Call for Rent,403 Sq Ft,Not Available,,,,Studio 4,,
4576,East Union,Studio,1 Bath,Call for Rent,452 Sq Ft,Not Available,,,,Studio 3,,
4577,East Union,Studio,1 Bath,Call for Rent,615 Sq Ft,Not Available,,,,Studio 2,,
4578,East Union,Studio,1 Bath,Call for Rent,615 Sq Ft,Not Available,,,,Studio 2A,,
4579,East Union,Studio,1 Bath,Call for Rent,,Not Available,,,,Studio - MFTE,,
4580,East Union,1 Bed,1½ Baths,Call for Rent,811 Sq Ft,Not Available,,,,Work/Live 2,,
4581,East Union,1 Bed,1 Bath,Call for Rent,625 Sq Ft,Not Available,,,,One Bedroom 7,,
4582,East Union,1 Bed,1 Bath,Call for Rent,659 Sq Ft,Not Available,,,,One Bedroom 2A,,
4583,East Union,1 Bed,1 Bath,Call for Rent,716 Sq Ft,Not Available,,,,One Bedroom 2,,
4584,East Union,1 Bed,1 Bath,Call for Rent,717 Sq Ft,Not Available,,,,One Bedroom 3A,,
4585,East Union,1 Bed,1 Bath,Call for Rent,808 Sq Ft,Not Available,,,,One Bedroom 5,,
4586,East Union,1 Bed,1½ Baths,Call for Rent,869 Sq Ft,Not Available,,,,Work/Live 1,,
4587,East Union,1 Bed,1 Bath,Call for Rent,,Not Available,,,,Open 1 Bed - MFTE,,
4588,East Union,1 Bed,1 Bath,Call for Rent,645 Sq Ft,Not Available,,,,1 Bed 1 Bath - MFTE,,
4589,East Union,2 BRs,1 Baths,Call for Rent,855 Sq Ft,Not Available,,,,Two Bedroom 3,,
4590,East Union,2 BRs,1 Baths,Call for Rent,855 Sq Ft,Not Available,,,,Two Bedroom 1A,,
4591,East Union,2 BRs,1 Baths,Call for Rent,914 Sq Ft,Not Available,,,,Two Bedroom 2,,
4592,East Union,2 BRs,1 Baths,Call for Rent,933 Sq Ft,Not Available,,,,Two Bedroom 1,,
4593,East Union,2 BRs,2 Baths,Call for Rent,855 Sq Ft,Not Available,,,,2 Bed 2 Bath - MFTE,,
4594,The Enclave,Studio,1 Bath,"$1,295 - 1,382",444 - 530 Sq Ft,Available Now,,,,507 Studio,,
4595,The Enclave,Studio,1 Bath,"$1,320",468 Sq Ft,Available Now,,231,,507 Studio,,
4596,The Enclave,Studio,1 Bath,"$1,335",530 Sq Ft,Available Now,,321,,507 Studio,,
4597,The Enclave,Studio,1 Bath,"$1,355",506 Sq Ft,Available Now,,119,,507 Studio,,
4598,The Enclave,Studio,1 Bath,"$1,366 - 1,400",444 - 566 Sq Ft,Available Now,,,,525 Studio,,
4599,The Enclave,Studio,1 Bath,"$1,366",488 Sq Ft,Available Now,,414,,525 Studio,,
4600,The Enclave,Studio,1 Bath,"$1,373",488 Sq Ft,Available Now,,447,,525 Studio,,
4601,The Enclave,Studio,1 Bath,"$1,373",488 Sq Ft,Available Now,,450,,525 Studio,,
4602,The Enclave,Studio,1 Bath,"$1,378",444 Sq Ft,Available Now,,514,,525 Studio,,
4603,The Enclave,Studio,1 Bath,"$1,400",488 Sq Ft,Available Now,,214,,525 Studio,,
4604,The Enclave,1 Bed,1 Bath,"$1,448 - 1,603",521 - 593 Sq Ft,Available Now,,,,525 Open One Bedroom,,
4605,The Enclave,1 Bed,1 Bath,"$1,448",533 Sq Ft,Available Now,,354,,525 Open One Bedroom,,
4606,The Enclave,1 Bed,1 Bath,"$1,573",593 Sq Ft,Available Now,,535,,525 Open One Bedroom,,
4607,The Enclave,1 Bed,1 Bath,"$1,593",593 Sq Ft,Available Now,,123,,525 Open One Bedroom,,
4608,The Enclave,1 Bed,1 Bath,"$1,595",593 Sq Ft,Available Now,,230,,525 Open One Bedroom,,
4609,The Enclave,1 Bed,1 Bath,"$1,545 - 1,595",603 Sq Ft,Available Now,,,,507 Open One Bedroom,,
4610,The Enclave,1 Bed,1 Bath,"$1,545",603 Sq Ft,Available Now,,243,,507 Open One Bedroom,,
4611,The Enclave,1 Bed,1 Bath,"$1,593",646 Sq Ft,Available Now,,,,525 One Bedroom (MFTE),,
4612,The Enclave,1 Bed,1 Bath,"$1,593",646 Sq Ft,Available Now,,311,,525 One Bedroom (MFTE),,
4613,The Enclave,1 Bed,1 Bath,"$1,615 - 1,680",686 Sq Ft,Available Now,,,,507 One Bedroom,,
4614,The Enclave,1 Bed,1 Bath,"$1,615",686 Sq Ft,Available Now,,214,,507 One Bedroom,,
4615,The Enclave,1 Bed,1 Bath,"$1,625",686 Sq Ft,Available Now,,113,,507 One Bedroom,,
4616,The Enclave,1 Bed,1 Bath,"$1,644",686 Sq Ft,Available Now,,205,,507 One Bedroom,,
4617,The Enclave,1 Bed,1 Bath,"$1,680",686 Sq Ft,Available Now,,106,,507 One Bedroom,,
4618,The Enclave,1 Bed,1 Bath,"$1,680",686 Sq Ft,Available Now,,206,,507 One Bedroom,,
4619,The Enclave,1 Bed,1 Bath,"$1,704 - 1,742",820 Sq Ft,Available Now,,,,507 One-Bed + Den A,,
4620,The Enclave,1 Bed,1 Bath,"$1,704",820 Sq Ft,Available Now,,116,,507 One-Bed + Den A,,
4621,The Enclave,1 Bed,1 Bath,"$1,712 - 1,915",689 - 760 Sq Ft,Available Now,,,,525 One Bedroom,,
4622,The Enclave,1 Bed,1 Bath,"$1,712",689 Sq Ft,Available Now,,528,,525 One Bedroom,,
4623,The Enclave,1 Bed,1 Bath,"$1,745",689 Sq Ft,Available Now,,110,,525 One Bedroom,,
4624,The Enclave,1 Bed,1 Bath,"$1,745",760 Sq Ft,Available Now,,246,,525 One Bedroom,,
4625,The Enclave,1 Bed,1 Bath,"$1,751",689 Sq Ft,Available Now,,508,,525 One Bedroom,,
4626,The Enclave,1 Bed,1 Bath,"$1,761",689 Sq Ft,Available Now,,104,,525 One Bedroom,,
4627,The Enclave,1 Bed,1 Bath,"$1,915",760 Sq Ft,Available Now,,310,,525 One Bedroom,,
4628,The Enclave,1 Bed,1 Bath,"$1,725 - 1,805",763 Sq Ft,Available Now,,,,507 One-Bed + Den B,,
4629,The Enclave,1 Bed,1 Bath,"$1,725",763 Sq Ft,Available Now,,301,,507 One-Bed + Den B,,
4630,The Enclave,Studio,1 Bath,"$1,295",444 Sq Ft,Jun 3,,431,,507 Studio,,
4631,The Enclave,Studio,1 Bath,"$1,378",566 Sq Ft,Jun 5,,321,,525 Studio,,
4632,The Enclave,Studio,1 Bath,"$1,327",468 Sq Ft,Jun 8,,230,,507 Studio,,
4633,The Enclave,1 Bed,1 Bath,"$1,603",521 Sq Ft,Jun 8,,554,,525 Open One Bedroom,,
4634,The Enclave,Studio,1 Bath,"$1,362",468 Sq Ft,Jun 11,,328,,507 Studio,New,
4635,The Enclave,Studio,1 Bath,"$1,398",488 Sq Ft,Jun 11,,347,,525 Studio,,
4636,The Enclave,1 Bed,1 Bath,"$1,880",760 Sq Ft,Jun 11,,406,,525 One Bedroom,,
4637,The Enclave,1 Bed,1 Bath,"$1,742",820 Sq Ft,Jun 13,,207,,507 One-Bed + Den A,,
4638,The Enclave,1 Bed,1 Bath,"$1,583",563 Sq Ft,Jun 15,,345,,525 Open One Bedroom,,
4639,The Enclave,1 Bed,1 Bath,"$1,785",689 Sq Ft,Jun 19,,304,,525 One Bedroom,,
4640,The Enclave,1 Bed,1 Bath,"$1,820",689 Sq Ft,Jun 22,,208,,525 One Bedroom,,
4641,The Enclave,1 Bed,1 Bath,"$1,595",603 Sq Ft,Jul 3,,240,,507 Open One Bedroom,,
4642,The Enclave,Studio,1 Bath,"$1,382",506 Sq Ft,Jul 6,,123,,507 Studio,,
4643,The Enclave,1 Bed,1 Bath,"$1,805",763 Sq Ft,Jul 11,,201,,507 One-Bed + Den B,,
4644,The Enclave,Studio,1 Bath,Call for Rent,459 Sq Ft,Not Available,,,,525 Studio (MFTE),,
4645,The Enclave,1 Bed,1 Bath,Call for Rent,940 Sq Ft,Not Available,,,,525 One Bedroom + Den,,
4646,The Enclave,2 BRs,2 Baths,Call for Rent,"1,120 Sq Ft",Not Available,,,,525 Two Bedroom (MFTE),,
4647,The Enclave,2 BRs,2 Baths,Call for Rent,"1,120 Sq Ft",Not Available,,,,525 Two Bedroom,,
4648,The Enclave,2 BRs,2 Baths,Call for Rent,"1,171 Sq Ft",Not Available,,,,507 Two Bedroom,,
4649,The Eden Apartments,2 BRs,1 Bath,"$2,600 - 2,785",861 Sq Ft,Available Now,,,,Galer,,
4650,The Eden Apartments,2 BRs,1 Bath,"$2,690",861 Sq Ft,Available Now,,590-214,,Galer,,
4651,The Eden Apartments,2 BRs,1 Bath,"$2,785",861 Sq Ft,Available Now,,580-309,,Galer,,
4652,The Eden Apartments,2 BRs,2 Baths,"$2,775 - 2,955","1,001 Sq Ft",Available Now,,,,Taylor,,
4653,The Eden Apartments,2 BRs,2 Baths,"$2,775","1,001 Sq Ft",Available Now,,610-228,,Taylor,,
4654,The Eden Apartments,2 BRs,2 Baths,"$2,785","1,001 Sq Ft",Available Now,,580-205,,Taylor,,
4655,The Eden Apartments,2 BRs,2 Baths,"$2,905","1,001 Sq Ft",Available Now,,620-136,,Taylor,,
4656,The Eden Apartments,2 BRs,2 Baths,"$2,955","1,001 Sq Ft",Available Now,,610-125,,Taylor,,
4657,The Eden Apartments,2 BRs,1 Bath,"$2,660",861 Sq Ft,Jun 11,,590-212,,Galer,,
4658,The Eden Apartments,2 BRs,1 Bath,"$2,600",861 Sq Ft,Jun 15,,604-122,,Galer,,
4659,The Eden Apartments,1 Bed,1 Bath,Call for Rent,726 Sq Ft,Not Available,,,,Nob Hill,,
4660,The Eden Apartments,1 Bed,1 Bath,Call for Rent,715 Sq Ft,Not Available,,,,McGraw 1x1,,
4661,The Eden Apartments,1 Bed,1 Bath,Call for Rent,648 Sq Ft,Not Available,,,,Blaine,,
4662,The Eden Apartments,2 BRs,1 Bath,Call for Rent,900 Sq Ft,Not Available,,,,McGraw,,
4663,Haller Post,2 BRs,1½ Baths,"$2,010 - 2,025",955 Sq Ft,Available Now,,,,2 x 1.5- Renovated,,
4664,Haller Post,2 BRs,1½ Baths,"$2,010",955 Sq Ft,Available Now,,225,,2 x 1.5- Renovated,,
4665,Haller Post,2 BRs,1½ Baths,"$2,025",955 Sq Ft,Available Now,,318,,2 x 1.5- Renovated,,
4666,Haller Post,1 Bed,1 Bath,"$1,744",735 Sq Ft,Jun 25,,,,1 x 1-Renovated,,
4667,Haller Post,1 Bed,1 Bath,"$1,744",735 Sq Ft,Jun 25,,131,,1 x 1-Renovated,,
4668,Haller Post,2 BRs,2 Baths,"$2,179","1,005 Sq Ft",Not Available,,,,2 x 2- Renovated,,
4669,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,"$1,309",469 Sq Ft,Available Now,,,,A03,,
4670,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,"$1,309",469 Sq Ft,Available Now,,2-501,,A03,,
4671,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,"$1,309",648 Sq Ft,Available Now,,,,A13,,
4672,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,"$1,309",648 Sq Ft,Available Now,,1-608,,A13,,
4673,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",651 Sq Ft,Available Now,,,,B1,,
4674,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",651 Sq Ft,Available Now,,2-407,,B1,,
4675,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",656 Sq Ft,Available Now,,,,B2,,
4676,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",656 Sq Ft,Available Now,,1-510,,B2,,
4677,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",663 Sq Ft,Available Now,,,,B4,,
4678,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",663 Sq Ft,Available Now,,1-501,,B4,,
4679,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",678 Sq Ft,Available Now,,,,B5,,
4680,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",678 Sq Ft,Available Now,,1-210,,B5,,
4681,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",707 Sq Ft,Available Now,,,,B7,,
4682,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",707 Sq Ft,Available Now,,1-605,,B7,,
4683,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",707 Sq Ft,Available Now,,1-104,,B7,,
4684,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",816 Sq Ft,Available Now,,,,B9,,
4685,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",816 Sq Ft,Available Now,,1-412,,B9,,
4686,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,"$1,562",816 Sq Ft,Available Now,,1-712,,B9,,
4687,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,443 - 550 Sq Ft,Not Available,,,,A01,,
4688,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A02,,
4689,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A04,,
4690,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A05,,
4691,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A06,,
4692,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,541 Sq Ft,Not Available,,,,A07,,
4693,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A08,,
4694,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A09,,
4695,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A10,,
4696,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A11,,
4697,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A12,,
4698,Washington Terrace Senior Affordable Apart...,1 Bed,1 Bath,Call for Rent,,Not Available,,,,A14,,
4699,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,Call for Rent,,Not Available,,,,B3,,
4700,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,Call for Rent,,Not Available,,,,B6,,
4701,Washington Terrace Senior Affordable Apart...,2 BRs,1 Bath,Call for Rent,,Not Available,,,,B8,,
4702,Metro on First,Studio,1 Bath,"$1,625",500 Sq Ft,Available Now,,,,A3,,
4703,Metro on First,Studio,1 Bath,"$1,625",500 Sq Ft,Available Now,,001-302,,A3,,
4704,Metro on First,1 Bed,1 Bath,"$1,867",510 Sq Ft,Available Now,,,,B3B,,
4705,Metro on First,1 Bed,1 Bath,"$1,867",510 Sq Ft,Available Now,,001-208,,B3B,,
4706,Metro on First,2 BRs,2 Baths,"$3,693","1,695 Sq Ft",Jun 17,,,,D1B,,
4707,Metro on First,2 BRs,2 Baths,"$3,693","1,695 Sq Ft",Jun 17,,001-709,,D1B,,
4708,Metro on First,Studio,1 Bath,"$1,462",415 Sq Ft,Jun 23,,,,A7,New,
4709,Metro on First,Studio,1 Bath,"$1,462",415 Sq Ft,Jun 23,,001-104,,A7,New,
4710,Metro on First,Studio,1 Bath,"$1,592",435 Sq Ft,Jun 25,,,,A4,New,
4711,Metro on First,Studio,1 Bath,"$1,592",435 Sq Ft,Jun 25,,001-312,,A4,New,
4712,Metro on First,Studio,1 Bath,Call for Rent,600 Sq Ft,Not Available,,,,B4,,
4713,Metro on First,Studio,1 Bath,Call for Rent,350 Sq Ft,Not Available,,,,A9,,
4714,Metro on First,Studio,1 Bath,Call for Rent,390 Sq Ft,Not Available,,,,A6,,
